stepcount_2,strategy_2,strat code_2,move_2,probabilities_2,utility_2,common_move_2,number_coop_2,number_defect_2,outcomes_2,p1_2,p2_2,p3_2,p4_2,u1_2,u2_2,u3_2,u4_2,m1_2,m2_2,m3_2,m4_2,uv_2,wm_2,nc_2,mutC_2
142,VPP,6,{1: 'D'},{1: 0.9800000000000009},58.5,['D'],0,1,"{1: ['D', 'D']}",0.9800000000000009,None,None,None,59.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'D']}",0,0
143,VPP,6,{1: 'C'},{1: 0.9200000000000008},59.5,['C'],1,0,"{1: ['C', 'C']}",0.9200000000000008,None,None,None,61.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'C']}",1,1
144,VPP,6,{1: 'D'},{1: 0.8400000000000009},61.0,['D'],0,1,"{1: ['D', 'C']}",0.8400000000000009,None,None,None,63.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'C']}",0,0
145,VPP,6,{1: 'D'},{1: 0.7600000000000009},63.0,['D'],0,1,"{1: ['D', 'C']}",0.7600000000000009,None,None,None,65.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'C']}",0,0
146,VPP,6,{1: 'C'},{1: 0.8400000000000009},65.0,['C'],1,0,"{1: ['C', 'D']}",0.8400000000000009,None,None,None,63.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'D']}",1,0
147,VPP,6,{1: 'D'},{1: 0.8800000000000009},63.0,['D'],0,1,"{1: ['D', 'D']}",0.8800000000000009,None,None,None,64.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'D']}",0,0
148,VPP,6,{1: 'D'},{1: 0.8000000000000009},64.0,['D'],0,1,"{1: ['D', 'C']}",0.8000000000000009,None,None,None,66.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'C']}",0,0
149,VPP,6,{1: 'D'},{1: 0.840000000000001},66.0,['D'],0,1,"{1: ['D', 'D']}",0.840000000000001,None,None,None,67.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'D']}",0,0
150,VPP,6,{1: 'D'},{1: 0.880000000000001},67.0,['D'],0,1,"{1: ['D', 'D']}",0.880000000000001,None,None,None,68.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'D']}",0,0
151,VPP,6,{1: 'D'},{1: 0.920000000000001},68.0,['D'],0,1,"{1: ['D', 'D']}",0.920000000000001,None,None,None,69.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'D']}",0,0
152,VPP,6,{1: 'D'},{1: 0.8400000000000011},69.0,['D'],0,1,"{1: ['D', 'C']}",0.8400000000000011,None,None,None,71.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'C']}",0,0
153,VPP,6,{1: 'D'},{1: 0.7600000000000011},71.0,['D'],0,1,"{1: ['D', 'C']}",0.7600000000000011,None,None,None,73.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'C']}",0,0
154,VPP,6,{1: 'D'},{1: 0.8000000000000012},73.0,['D'],0,1,"{1: ['D', 'D']}",0.8000000000000012,None,None,None,74.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'D']}",0,0
155,VPP,6,{1: 'D'},{1: 0.7200000000000012},74.0,['D'],0,1,"{1: ['D', 'C']}",0.7200000000000012,None,None,None,76.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'C']}",0,0
156,VPP,6,{1: 'C'},{1: 0.6600000000000013},76.0,['C'],1,0,"{1: ['C', 'C']}",0.6600000000000013,None,None,None,77.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'C']}",1,1
157,VPP,6,{1: 'C'},{1: 0.7400000000000012},77.5,['C'],1,0,"{1: ['C', 'D']}",0.7400000000000012,None,None,None,75.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'D']}",1,0
158,VPP,6,{1: 'D'},{1: 0.7800000000000012},75.5,['D'],0,1,"{1: ['D', 'D']}",0.7800000000000012,None,None,None,76.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'D']}",0,0
159,VPP,6,{1: 'D'},{1: 0.7000000000000013},76.5,['D'],0,1,"{1: ['D', 'C']}",0.7000000000000013,None,None,None,78.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'C']}",0,0
160,VPP,6,{1: 'D'},{1: 0.6200000000000013},78.5,['D'],0,1,"{1: ['D', 'C']}",0.6200000000000013,None,None,None,80.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'C']}",0,0
161,VPP,6,{1: 'D'},{1: 0.6600000000000014},80.5,['D'],0,1,"{1: ['D', 'D']}",0.6600000000000014,None,None,None,81.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'D']}",0,0
162,VPP,6,{1: 'C'},{1: 0.6000000000000014},81.5,['C'],1,0,"{1: ['C', 'C']}",0.6000000000000014,None,None,None,83.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'C']}",1,1
163,VPP,6,{1: 'C'},{1: 0.6800000000000014},83.0,['C'],1,0,"{1: ['C', 'D']}",0.6800000000000014,None,None,None,81.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'D']}",1,0
164,VPP,6,{1: 'D'},{1: 0.6000000000000014},81.0,['D'],0,1,"{1: ['D', 'C']}",0.6000000000000014,None,None,None,83.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'C']}",0,0
165,VPP,6,{1: 'D'},{1: 0.6400000000000015},83.0,['D'],0,1,"{1: ['D', 'D']}",0.6400000000000015,None,None,None,84.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'D']}",0,0
166,VPP,6,{1: 'C'},{1: 0.5800000000000014},84.0,['C'],1,0,"{1: ['C', 'C']}",0.5800000000000014,None,None,None,85.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'C']}",1,1
167,VPP,6,{1: 'D'},{1: 0.5000000000000014},85.5,['D'],0,1,"{1: ['D', 'C']}",0.5000000000000014,None,None,None,87.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'C']}",0,0
168,VPP,6,{1: 'D'},{1: 0.5400000000000015},87.5,['D'],0,1,"{1: ['D', 'D']}",0.5400000000000015,None,None,None,88.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'D']}",0,0
169,VPP,6,{1: 'C'},{1: 0.6200000000000014},88.5,['C'],1,0,"{1: ['C', 'D']}",0.6200000000000014,None,None,None,86.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'D']}",1,0
170,VPP,6,{1: 'D'},{1: 0.6600000000000015},86.5,['D'],0,1,"{1: ['D', 'D']}",0.6600000000000015,None,None,None,87.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'D']}",0,0
171,VPP,6,{1: 'D'},{1: 0.7000000000000015},87.5,['D'],0,1,"{1: ['D', 'D']}",0.7000000000000015,None,None,None,88.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'D']}",0,0
172,VPP,6,{1: 'C'},{1: 0.6400000000000015},88.5,['C'],1,0,"{1: ['C', 'C']}",0.6400000000000015,None,None,None,90.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'C']}",1,1
173,VPP,6,{1: 'C'},{1: 0.5800000000000014},90.0,['C'],1,0,"{1: ['C', 'C']}",0.5800000000000014,None,None,None,91.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'C']}",1,1
174,VPP,6,{1: 'C'},{1: 0.5200000000000014},91.5,['C'],1,0,"{1: ['C', 'C']}",0.5200000000000014,None,None,None,93.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'C']}",1,1
175,VPP,6,{1: 'D'},{1: 0.5600000000000014},93.0,['D'],0,1,"{1: ['D', 'D']}",0.5600000000000014,None,None,None,94.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'D']}",0,0
176,VPP,6,{1: 'C'},{1: 0.6400000000000013},94.0,['C'],1,0,"{1: ['C', 'D']}",0.6400000000000013,None,None,None,92.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'D']}",1,0
177,VPP,6,{1: 'C'},{1: 0.5800000000000014},92.0,['C'],1,0,"{1: ['C', 'C']}",0.5800000000000014,None,None,None,93.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'C']}",1,1
178,VPP,6,{1: 'C'},{1: 0.6600000000000014},93.5,['C'],1,0,"{1: ['C', 'D']}",0.6600000000000014,None,None,None,91.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'D']}",1,0
179,VPP,6,{1: 'D'},{1: 0.7000000000000014},91.5,['D'],0,1,"{1: ['D', 'D']}",0.7000000000000014,None,None,None,92.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'D']}",0,0
180,VPP,6,{1: 'C'},{1: 0.7800000000000014},92.5,['C'],1,0,"{1: ['C', 'D']}",0.7800000000000014,None,None,None,90.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'D']}",1,0
181,VPP,6,{1: 'D'},{1: 0.7000000000000014},90.5,['D'],0,1,"{1: ['D', 'C']}",0.7000000000000014,None,None,None,92.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'C']}",0,0
182,VPP,6,{1: 'D'},{1: 0.6200000000000014},92.5,['D'],0,1,"{1: ['D', 'C']}",0.6200000000000014,None,None,None,94.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'C']}",0,0
183,VPP,6,{1: 'D'},{1: 0.5400000000000015},94.5,['D'],0,1,"{1: ['D', 'C']}",0.5400000000000015,None,None,None,96.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'C']}",0,0
184,VPP,6,{1: 'C'},{1: 0.4800000000000015},96.5,['C'],1,0,"{1: ['C', 'C']}",0.4800000000000015,None,None,None,98.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'C']}",1,1
185,VPP,6,{1: 'C'},{1: 0.4200000000000015},98.0,['C'],1,0,"{1: ['C', 'C']}",0.4200000000000015,None,None,None,99.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'C']}",1,1
186,VPP,6,{1: 'C'},{1: 0.5000000000000014},99.5,['C'],1,0,"{1: ['C', 'D']}",0.5000000000000014,None,None,None,97.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'D']}",1,0
187,VPP,6,{1: 'C'},{1: 0.5800000000000014},97.5,['C'],1,0,"{1: ['C', 'D']}",0.5800000000000014,None,None,None,95.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'D']}",1,0
188,VPP,6,{1: 'D'},{1: 0.5000000000000014},95.5,['D'],0,1,"{1: ['D', 'C']}",0.5000000000000014,None,None,None,97.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'C']}",0,0
189,VPP,6,{1: 'C'},{1: 0.5800000000000014},97.5,['C'],1,0,"{1: ['C', 'D']}",0.5800000000000014,None,None,None,95.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'D']}",1,0
190,VPP,6,{1: 'D'},{1: 0.5000000000000014},95.5,['D'],0,1,"{1: ['D', 'C']}",0.5000000000000014,None,None,None,97.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'C']}",0,0
191,VPP,6,{1: 'C'},{1: 0.44000000000000145},97.5,['C'],1,0,"{1: ['C', 'C']}",0.44000000000000145,None,None,None,99.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'C']}",1,1
192,VPP,6,{1: 'C'},{1: 0.5200000000000015},99.0,['C'],1,0,"{1: ['C', 'D']}",0.5200000000000015,None,None,None,97.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'D']}",1,0
193,VPP,6,{1: 'D'},{1: 0.5600000000000015},97.0,['D'],0,1,"{1: ['D', 'D']}",0.5600000000000015,None,None,None,98.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'D']}",0,0
194,VPP,6,{1: 'D'},{1: 0.6000000000000015},98.0,['D'],0,1,"{1: ['D', 'D']}",0.6000000000000015,None,None,None,99.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'D']}",0,0
195,VPP,6,{1: 'D'},{1: 0.6400000000000016},99.0,['D'],0,1,"{1: ['D', 'D']}",0.6400000000000016,None,None,None,100.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'D']}",0,0
196,VPP,6,{1: 'D'},{1: 0.6800000000000016},100.0,['D'],0,1,"{1: ['D', 'D']}",0.6800000000000016,None,None,None,101.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'D']}",0,0
197,VPP,6,{1: 'D'},{1: 0.7200000000000016},101.0,['D'],0,1,"{1: ['D', 'D']}",0.7200000000000016,None,None,None,102.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'D']}",0,0
198,VPP,6,{1: 'D'},{1: 0.6400000000000017},102.0,['D'],0,1,"{1: ['D', 'C']}",0.6400000000000017,None,None,None,104.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'C']}",0,0
199,VPP,6,{1: 'D'},{1: 0.6800000000000017},104.0,['D'],0,1,"{1: ['D', 'D']}",0.6800000000000017,None,None,None,105.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'D']}",0,0
200,VPP,6,{1: 'C'},{1: 0.7600000000000017},105.0,['C'],1,0,"{1: ['C', 'D']}",0.7600000000000017,None,None,None,103.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'D']}",1,0
201,VPP,6,{1: 'C'},{1: 0.8400000000000016},103.0,['C'],1,0,"{1: ['C', 'D']}",0.8400000000000016,None,None,None,101.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'D']}",1,0
202,VPP,6,{1: 'D'},{1: 0.7600000000000017},101.0,['D'],0,1,"{1: ['D', 'C']}",0.7600000000000017,None,None,None,103.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'C']}",0,0
203,VPP,6,{1: 'D'},{1: 0.6800000000000017},103.0,['D'],0,1,"{1: ['D', 'C']}",0.6800000000000017,None,None,None,105.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'C']}",0,0
204,VPP,6,{1: 'D'},{1: 0.7200000000000017},105.0,['D'],0,1,"{1: ['D', 'D']}",0.7200000000000017,None,None,None,106.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'D']}",0,0
205,VPP,6,{1: 'C'},{1: 0.6600000000000017},106.0,['C'],1,0,"{1: ['C', 'C']}",0.6600000000000017,None,None,None,107.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'C']}",1,1
206,VPP,6,{1: 'C'},{1: 0.6000000000000016},107.5,['C'],1,0,"{1: ['C', 'C']}",0.6000000000000016,None,None,None,109.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'C']}",1,1
207,VPP,6,{1: 'D'},{1: 0.6400000000000017},109.0,['D'],0,1,"{1: ['D', 'D']}",0.6400000000000017,None,None,None,110.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'D']}",0,0
208,VPP,6,{1: 'D'},{1: 0.5600000000000017},110.0,['D'],0,1,"{1: ['D', 'C']}",0.5600000000000017,None,None,None,112.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'C']}",0,0
209,VPP,6,{1: 'D'},{1: 0.4800000000000017},112.0,['D'],0,1,"{1: ['D', 'C']}",0.4800000000000017,None,None,None,114.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'C']}",0,0
210,VPP,6,{1: 'D'},{1: 0.4000000000000017},114.0,['D'],0,1,"{1: ['D', 'C']}",0.4000000000000017,None,None,None,116.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'C']}",0,0
211,VPP,6,{1: 'C'},{1: 0.3400000000000017},116.0,['C'],1,0,"{1: ['C', 'C']}",0.3400000000000017,None,None,None,117.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'C']}",1,1
212,VPP,6,{1: 'D'},{1: 0.2600000000000017},117.5,['D'],0,1,"{1: ['D', 'C']}",0.2600000000000017,None,None,None,119.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'C']}",0,0
213,VPP,6,{1: 'D'},{1: 0.30000000000000165},119.5,['D'],0,1,"{1: ['D', 'D']}",0.30000000000000165,None,None,None,120.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'D']}",0,0
214,VPP,6,{1: 'C'},{1: 0.24000000000000166},120.5,['C'],1,0,"{1: ['C', 'C']}",0.24000000000000166,None,None,None,122.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'C']}",1,1
215,VPP,6,{1: 'C'},{1: 0.32000000000000167},122.0,['C'],1,0,"{1: ['C', 'D']}",0.32000000000000167,None,None,None,120.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'D']}",1,0
216,VPP,6,{1: 'D'},{1: 0.36000000000000165},120.0,['D'],0,1,"{1: ['D', 'D']}",0.36000000000000165,None,None,None,121.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'D']}",0,0
217,VPP,6,{1: 'C'},{1: 0.44000000000000167},121.0,['C'],1,0,"{1: ['C', 'D']}",0.44000000000000167,None,None,None,119.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'D']}",1,0
218,VPP,6,{1: 'C'},{1: 0.38000000000000167},119.0,['C'],1,0,"{1: ['C', 'C']}",0.38000000000000167,None,None,None,120.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'C']}",1,1
219,VPP,6,{1: 'C'},{1: 0.32000000000000167},120.5,['C'],1,0,"{1: ['C', 'C']}",0.32000000000000167,None,None,None,122.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'C']}",1,1
220,VPP,6,{1: 'C'},{1: 0.2600000000000017},122.0,['C'],1,0,"{1: ['C', 'C']}",0.2600000000000017,None,None,None,123.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'C']}",1,1
221,VPP,6,{1: 'D'},{1: 0.30000000000000165},123.5,['D'],0,1,"{1: ['D', 'D']}",0.30000000000000165,None,None,None,124.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'D']}",0,0
222,VPP,6,{1: 'C'},{1: 0.24000000000000166},124.5,['C'],1,0,"{1: ['C', 'C']}",0.24000000000000166,None,None,None,126.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'C']}",1,1
223,VPP,6,{1: 'C'},{1: 0.32000000000000167},126.0,['C'],1,0,"{1: ['C', 'D']}",0.32000000000000167,None,None,None,124.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'D']}",1,0
224,VPP,6,{1: 'D'},{1: 0.36000000000000165},124.0,['D'],0,1,"{1: ['D', 'D']}",0.36000000000000165,None,None,None,125.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'D']}",0,0
225,VPP,6,{1: 'C'},{1: 0.30000000000000165},125.0,['C'],1,0,"{1: ['C', 'C']}",0.30000000000000165,None,None,None,126.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'C']}",1,1
226,VPP,6,{1: 'C'},{1: 0.24000000000000166},126.5,['C'],1,0,"{1: ['C', 'C']}",0.24000000000000166,None,None,None,128.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'C']}",1,1
227,VPP,6,{1: 'C'},{1: 0.32000000000000167},128.0,['C'],1,0,"{1: ['C', 'D']}",0.32000000000000167,None,None,None,126.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'D']}",1,0
228,VPP,6,{1: 'C'},{1: 0.2600000000000017},126.0,['C'],1,0,"{1: ['C', 'C']}",0.2600000000000017,None,None,None,127.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'C']}",1,1
229,VPP,6,{1: 'C'},{1: 0.20000000000000168},127.5,['C'],1,0,"{1: ['C', 'C']}",0.20000000000000168,None,None,None,129.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'C']}",1,1
230,VPP,6,{1: 'D'},{1: 0.24000000000000168},129.0,['D'],0,1,"{1: ['D', 'D']}",0.24000000000000168,None,None,None,130.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'D']}",0,0
231,VPP,6,{1: 'C'},{1: 0.1800000000000017},130.0,['C'],1,0,"{1: ['C', 'C']}",0.1800000000000017,None,None,None,131.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'C']}",1,1
232,VPP,6,{1: 'C'},{1: 0.12000000000000169},131.5,['C'],1,0,"{1: ['C', 'C']}",0.12000000000000169,None,None,None,133.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'C']}",1,1
233,VPP,6,{1: 'C'},{1: 0.20000000000000168},133.0,['C'],1,0,"{1: ['C', 'D']}",0.20000000000000168,None,None,None,131.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'D']}",1,0
234,VPP,6,{1: 'C'},{1: 0.14000000000000168},131.0,['C'],1,0,"{1: ['C', 'C']}",0.14000000000000168,None,None,None,132.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'C']}",1,1
235,VPP,6,{1: 'C'},{1: 0.2200000000000017},132.5,['C'],1,0,"{1: ['C', 'D']}",0.2200000000000017,None,None,None,130.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'D']}",1,0
236,VPP,6,{1: 'C'},{1: 0.3000000000000017},130.5,['C'],1,0,"{1: ['C', 'D']}",0.3000000000000017,None,None,None,128.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'D']}",1,0
237,VPP,6,{1: 'C'},{1: 0.3800000000000017},128.5,['C'],1,0,"{1: ['C', 'D']}",0.3800000000000017,None,None,None,126.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'D']}",1,0
238,VPP,6,{1: 'C'},{1: 0.3200000000000017},126.5,['C'],1,0,"{1: ['C', 'C']}",0.3200000000000017,None,None,None,128.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'C']}",1,1
239,VPP,6,{1: 'C'},{1: 0.40000000000000174},128.0,['C'],1,0,"{1: ['C', 'D']}",0.40000000000000174,None,None,None,126.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'D']}",1,0
240,VPP,6,{1: 'C'},{1: 0.34000000000000175},126.0,['C'],1,0,"{1: ['C', 'C']}",0.34000000000000175,None,None,None,127.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'C']}",1,1
241,VPP,6,{1: 'C'},{1: 0.42000000000000176},127.5,['C'],1,0,"{1: ['C', 'D']}",0.42000000000000176,None,None,None,125.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'D']}",1,0
242,VPP,6,{1: 'D'},{1: 0.34000000000000175},125.5,['D'],0,1,"{1: ['D', 'C']}",0.34000000000000175,None,None,None,127.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'C']}",0,0
243,VPP,6,{1: 'C'},{1: 0.28000000000000175},127.5,['C'],1,0,"{1: ['C', 'C']}",0.28000000000000175,None,None,None,129.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'C']}",1,1
244,VPP,6,{1: 'C'},{1: 0.22000000000000175},129.0,['C'],1,0,"{1: ['C', 'C']}",0.22000000000000175,None,None,None,130.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'C']}",1,1
245,VPP,6,{1: 'C'},{1: 0.30000000000000177},130.5,['C'],1,0,"{1: ['C', 'D']}",0.30000000000000177,None,None,None,128.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'D']}",1,0
246,VPP,6,{1: 'C'},{1: 0.24000000000000177},128.5,['C'],1,0,"{1: ['C', 'C']}",0.24000000000000177,None,None,None,130.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'C']}",1,1
247,VPP,6,{1: 'C'},{1: 0.3200000000000018},130.0,['C'],1,0,"{1: ['C', 'D']}",0.3200000000000018,None,None,None,128.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'D']}",1,0
248,VPP,6,{1: 'C'},{1: 0.4000000000000018},128.0,['C'],1,0,"{1: ['C', 'D']}",0.4000000000000018,None,None,None,126.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'D']}",1,0
249,VPP,6,{1: 'C'},{1: 0.3400000000000018},126.0,['C'],1,0,"{1: ['C', 'C']}",0.3400000000000018,None,None,None,127.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'C']}",1,1
250,VPP,6,{1: 'C'},{1: 0.4200000000000018},127.5,['C'],1,0,"{1: ['C', 'D']}",0.4200000000000018,None,None,None,125.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'D']}",1,0
stepcount_2,strategy_2,strat code_2,move_2,probabilities_2,utility_2,common_move_2,number_coop_2,number_defect_2,outcomes_2,p1_2,p2_2,p3_2,p4_2,u1_2,u2_2,u3_2,u4_2,m1_2,m2_2,m3_2,m4_2,uv_2,wm_2,nc_2,mutC_2
True,VPP,6,{1: 'D'},{1: 0.51},0,['D'],0,1,"{1: ['D', 'D']}",0.51,None,None,None,1,None,None,None,2,None,None,None,0.01,{1: ['D']},0,0
stepcount_2,strategy_2,strat code_2,move_2,probabilities_2,utility_2,common_move_2,number_coop_2,number_defect_2,outcomes_2,p1_2,p2_2,p3_2,p4_2,u1_2,u2_2,u3_2,u4_2,m1_2,m2_2,m3_2,m4_2,uv_2,wm_2,nc_2,mutC_2
True,RANDOM,0,{1: 'D'},{1: 0.51},0,['D'],0,1,"{1: ['D', 'D']}",0.51,None,None,None,1,None,None,None,2,None,None,None,0.01,{1: ['D']},0,0
2,RANDOM,0,{1: 'C'},{1: 0.495},1,['C'],1,0,"{1: ['C', 'C']}",0.495,None,None,None,2.5,None,None,None,1,None,None,None,0.01,"{1: ['D', 'C']}",1,1
3,RANDOM,0,{1: 'C'},{1: 0.48},2.5,['C'],1,0,"{1: ['C', 'C']}",0.48,None,None,None,4.0,None,None,None,1,None,None,None,0.01,"{1: ['D', 'C', 'C']}",1,1
4,RANDOM,0,{1: 'C'},{1: 0.42},4.0,['C'],1,0,"{1: ['C', 'C']}",0.42,None,None,None,5.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'C']}",1,1
5,RANDOM,0,{1: 'D'},{1: 0.45999999999999996},5.5,['D'],0,1,"{1: ['D', 'D']}",0.45999999999999996,None,None,None,6.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'D']}",0,0
stepcount_2,strategy_2,strat code_2,move_2,probabilities_2,utility_2,common_move_2,number_coop_2,number_defect_2,outcomes_2,p1_2,p2_2,p3_2,p4_2,u1_2,u2_2,u3_2,u4_2,m1_2,m2_2,m3_2,m4_2,uv_2,wm_2,nc_2,mutC_2
True,VPP,6,{1: 'C'},{1: 0.485},0,['C'],1,0,"{1: ['C', 'C']}",0.485,None,None,None,1.5,None,None,None,1,None,None,None,0.01,{1: ['C']},1,1
stepcount_2,strategy_2,strat code_2,move_2,probabilities_2,utility_2,common_move_2,number_coop_2,number_defect_2,outcomes_2,p1_2,p2_2,p3_2,p4_2,u1_2,u2_2,u3_2,u4_2,m1_2,m2_2,m3_2,m4_2,uv_2,wm_2,nc_2,mutC_2
True,RANDOM,0,{1: 'D'},{1: 0.51},0,['D'],0,1,"{1: ['D', 'D']}",0.51,None,None,None,1,None,None,None,2,None,None,None,0.01,{1: ['D']},0,0
